employee_id,employee_code,age,gender,marital_status,education_level,education_field,hire_date,employment_type,business_travel,distance_from_home_km,work_location,department_id,job_role,job_level,manager_id,status
2381,EMP02381,36,Male,Single,5,Marketing,2020-06-02 05:27:12,Full-time,Travel_Rarely,18,Hybrid,1,Sales Executive,3,3811.0,Active
2382,EMP02382,25,Male,Divorced,5,Life Sciences,2013-06-15 12:48:42,Contract,Non-Travel,3,Remote,5,Data Analyst,4,,Active
2383,EMP02383,30,Male,Divorced,4,HR,2014-07-04 10:36:35,Full-time,Travel_Frequently,13,Hybrid,8,Software Engineer,4,,Active
2384,EMP02384,23,Male,Single,4,Marketing,2021-05-15 12:37:05,Full-time,Non-Travel,13,Remote,1,Manager,4,,Active
2385,EMP02385,33,Female,Married,1,Technical,2017-09-27 22:13:07,Full-time,Travel_Rarely,42,Remote,3,Manager,2,564.0,Attrited
2386,EMP02386,50,Male,Divorced,3,Life Sciences,2021-06-08 14:47:03,Full-time,Travel_Rarely,29,Hybrid,17,HR Manager,2,4598.0,Active
2387,EMP02387,26,Female,Single,5,Marketing,2017-07-11 06:19:13,Full-time,Travel_Frequently,2,Office,3,HR Manager,3,654.0,Active
2388,EMP02388,37,Male,Married,4,Technical,2012-11-18 03:14:56,Full-time,Travel_Frequently,28,Remote,1,Manager,3,3131.0,Active
2389,EMP02389,39,Male,Divorced,5,Medical,2020-05-03 01:04:10,Contract,Travel_Frequently,48,Office,4,Manager,1,1081.0,Active
2390,EMP02390,55,Male,Divorced,2,HR,2016-06-01 19:19:41,Contract,Travel_Frequently,4,Hybrid,9,Data Analyst,1,1656.0,Active
2391,EMP02391,46,Male,Divorced,5,HR,2017-08-24 22:36:31,Full-time,Travel_Rarely,5,Remote,13,Manager,2,3109.0,Active
2392,EMP02392,25,Female,Married,3,Medical,2012-06-01 19:28:14,Full-time,Non-Travel,39,Hybrid,5,Sales Executive,3,3770.0,Active
2393,EMP02393,49,Female,Divorced,3,Marketing,2019-01-03 16:24:02,Full-time,Travel_Frequently,41,Office,14,HR Manager,2,467.0,Active
2394,EMP02394,57,Male,Married,5,Medical,2014-09-30 20:02:51,Full-time,Non-Travel,5,Hybrid,19,HR Manager,5,,Active
2395,EMP02395,40,Female,Divorced,2,Technical,2018-02-14 07:01:41,Full-time,Travel_Frequently,8,Remote,14,Sales Executive,1,3860.0,Active
2396,EMP02396,41,Female,Single,3,Life Sciences,2011-01-24 17:00:06,Full-time,Travel_Frequently,34,Office,4,HR Manager,4,,Attrited
2397,EMP02397,30,Male,Divorced,4,Marketing,2020-01-14 16:08:55,Contract,Travel_Rarely,25,Remote,4,Manager,2,2028.0,Active
2398,EMP02398,25,Male,Single,5,Life Sciences,2015-05-31 19:07:14,Full-time,Travel_Frequently,27,Office,9,HR Manager,5,,Active
2399,EMP02399,56,Female,Single,2,Medical,2021-02-06 16:25:45,Full-time,Travel_Frequently,7,Hybrid,2,Sales Executive,4,,Active
2400,EMP02400,26,Female,Single,4,HR,2019-09-13 01:31:27,Contract,Travel_Frequently,36,Hybrid,10,HR Manager,5,,Active
2401,EMP02401,46,Female,Married,5,Life Sciences,2020-04-15 08:31:57,Contract,Travel_Rarely,32,Remote,18,Manager,3,2901.0,Active
2402,EMP02402,24,Female,Single,2,Life Sciences,2010-06-17 03:28:22,Full-time,Non-Travel,21,Remote,7,Data Analyst,3,1968.0,Active
2403,EMP02403,59,Male,Divorced,4,HR,2013-12-21 14:18:01,Full-time,Travel_Rarely,47,Remote,14,Manager,3,2661.0,Attrited
2404,EMP02404,59,Male,Married,3,Life Sciences,2010-10-09 18:29:56,Full-time,Travel_Frequently,18,Office,15,HR Manager,4,,Active
2405,EMP02405,55,Female,Single,5,Life Sciences,2011-05-07 20:55:01,Full-time,Travel_Frequently,2,Office,10,Software Engineer,4,,Active
2406,EMP02406,21,Male,Married,5,HR,2010-07-28 18:59:04,Full-time,Travel_Frequently,46,Remote,5,HR Manager,3,4554.0,Attrited
2407,EMP02407,44,Female,Married,3,HR,2022-04-08 16:08:37,Full-time,Non-Travel,42,Office,8,HR Manager,4,,Active
2408,EMP02408,56,Female,Married,1,Medical,2019-04-17 19:30:05,Full-time,Non-Travel,5,Office,5,Sales Executive,3,1255.0,Active
2409,EMP02409,26,Male,Divorced,4,Medical,2016-03-11 16:39:49,Full-time,Travel_Frequently,44,Hybrid,5,Software Engineer,2,1292.0,Active
2410,EMP02410,51,Female,Single,3,Life Sciences,2010-07-18 22:11:09,Full-time,Travel_Frequently,42,Hybrid,14,Sales Executive,3,946.0,Active
2411,EMP02411,40,Female,Married,5,Marketing,2018-06-29 18:57:37,Full-time,Non-Travel,38,Hybrid,1,Sales Executive,1,1787.0,Active
2412,EMP02412,44,Male,Married,4,Medical,2021-04-16 13:59:33,Contract,Travel_Rarely,28,Remote,5,Manager,2,489.0,Active
2413,EMP02413,45,Male,Married,4,Medical,2016-08-27 18:13:37,Full-time,Travel_Rarely,31,Hybrid,19,Data Analyst,3,4136.0,Active
2414,EMP02414,56,Female,Single,1,Marketing,2013-12-21 22:27:47,Full-time,Non-Travel,44,Hybrid,12,HR Manager,1,4826.0,Attrited
2415,EMP02415,41,Female,Married,5,Marketing,2015-05-04 12:52:05,Full-time,Non-Travel,24,Office,15,Software Engineer,3,748.0,Attrited
2416,EMP02416,50,Male,Married,2,HR,2011-07-03 17:32:20,Full-time,Travel_Frequently,33,Hybrid,3,HR Manager,2,1623.0,Active
2417,EMP02417,44,Female,Divorced,1,Medical,2015-06-17 06:07:10,Contract,Non-Travel,39,Office,1,Sales Executive,3,356.0,Attrited
2418,EMP02418,50,Female,Single,1,Technical,2020-08-09 17:12:05,Full-time,Non-Travel,12,Hybrid,12,Data Analyst,4,,Attrited
2419,EMP02419,42,Male,Divorced,2,Technical,2021-01-24 20:52:55,Full-time,Travel_Frequently,39,Remote,13,Sales Executive,3,1616.0,Attrited
2420,EMP02420,48,Male,Single,2,Life Sciences,2017-04-01 02:33:44,Full-time,Non-Travel,9,Remote,14,HR Manager,2,3591.0,Active
2421,EMP02421,27,Male,Single,1,Medical,2010-06-13 16:58:28,Full-time,Travel_Frequently,15,Hybrid,10,Manager,5,,Active
2422,EMP02422,55,Male,Single,4,Technical,2019-08-26 04:37:09,Full-time,Travel_Rarely,23,Hybrid,20,HR Manager,3,3149.0,Active
2423,EMP02423,48,Male,Divorced,3,Medical,2016-05-13 18:41:09,Full-time,Travel_Rarely,44,Hybrid,14,Sales Executive,4,,Attrited
2424,EMP02424,34,Male,Divorced,3,Medical,2015-01-26 19:41:41,Full-time,Travel_Rarely,45,Remote,14,Software Engineer,2,3931.0,Attrited
2425,EMP02425,30,Female,Divorced,1,Technical,2018-04-27 14:18:41,Full-time,Travel_Frequently,22,Office,13,Software Engineer,1,4767.0,Active
2426,EMP02426,36,Female,Divorced,4,Medical,2012-07-12 15:12:15,Full-time,Travel_Rarely,36,Office,3,Software Engineer,5,,Active
2427,EMP02427,36,Male,Married,2,Marketing,2020-09-10 01:55:12,Full-time,Travel_Rarely,10,Hybrid,19,Software Engineer,3,4326.0,Attrited
2428,EMP02428,51,Male,Married,1,Life Sciences,2022-11-27 07:57:47,Full-time,Travel_Frequently,28,Remote,20,Software Engineer,2,3394.0,Active
2429,EMP02429,45,Female,Married,5,HR,2013-12-20 15:12:47,Full-time,Travel_Frequently,35,Office,10,Data Analyst,4,,Active
2430,EMP02430,33,Female,Single,4,Technical,2011-06-09 04:41:04,Full-time,Travel_Rarely,29,Hybrid,12,Data Analyst,4,,Active
2431,EMP02431,26,Female,Married,5,HR,2021-08-23 01:33:52,Full-time,Travel_Rarely,5,Remote,2,Manager,2,3294.0,Active
2432,EMP02432,29,Male,Single,5,Life Sciences,2017-12-09 01:57:35,Full-time,Travel_Rarely,4,Remote,1,Software Engineer,4,,Active
2433,EMP02433,56,Male,Divorced,1,Marketing,2016-07-25 23:49:36,Full-time,Non-Travel,15,Office,4,Sales Executive,5,,Active
2434,EMP02434,40,Female,Single,4,Marketing,2014-08-11 22:10:45,Full-time,Travel_Frequently,30,Remote,8,Sales Executive,1,4311.0,Active
2435,EMP02435,38,Male,Single,5,Marketing,2010-05-31 14:18:57,Full-time,Travel_Frequently,26,Hybrid,17,HR Manager,4,,Active
2436,EMP02436,41,Male,Married,4,Marketing,2014-01-09 01:51:17,Full-time,Travel_Frequently,23,Hybrid,14,Software Engineer,4,,Active
2437,EMP02437,24,Male,Divorced,3,Technical,2021-01-21 14:42:29,Full-time,Travel_Frequently,39,Office,14,Sales Executive,1,340.0,Active
2438,EMP02438,53,Female,Divorced,5,Technical,2022-12-03 05:47:39,Full-time,Travel_Rarely,29,Remote,19,Manager,5,,Active
2439,EMP02439,47,Female,Married,5,Medical,2014-10-17 01:12:26,Full-time,Travel_Frequently,22,Office,4,Sales Executive,5,,Active
2440,EMP02440,27,Male,Divorced,4,Medical,2019-12-27 22:10:42,Full-time,Non-Travel,35,Office,20,Manager,5,,Active
2441,EMP02441,26,Male,Divorced,3,Life Sciences,2021-08-25 15:11:26,Full-time,Non-Travel,48,Remote,16,Software Engineer,4,,Active
2442,EMP02442,35,Male,Divorced,5,Medical,2010-06-13 11:55:19,Full-time,Travel_Rarely,47,Office,19,HR Manager,4,,Active
2443,EMP02443,38,Male,Married,1,Life Sciences,2010-10-08 16:06:50,Full-time,Travel_Rarely,18,Remote,19,HR Manager,5,,Active
2444,EMP02444,52,Male,Divorced,4,Life Sciences,2018-08-31 17:18:52,Full-time,Travel_Frequently,35,Hybrid,13,Data Analyst,4,,Active
2445,EMP02445,31,Female,Single,4,Life Sciences,2019-06-18 14:32:22,Full-time,Travel_Rarely,46,Office,7,Software Engineer,3,881.0,Active
2446,EMP02446,40,Male,Single,5,Marketing,2018-12-17 19:29:07,Full-time,Travel_Rarely,33,Remote,14,Sales Executive,4,,Attrited
2447,EMP02447,44,Male,Divorced,3,HR,2016-02-13 02:29:04,Contract,Travel_Rarely,7,Remote,10,HR Manager,5,,Active
2448,EMP02448,35,Male,Married,5,HR,2015-10-26 20:17:57,Contract,Non-Travel,34,Remote,14,Manager,2,3292.0,Active
2449,EMP02449,27,Female,Married,2,Technical,2014-08-25 09:04:24,Full-time,Travel_Frequently,10,Office,20,Manager,5,,Active
2450,EMP02450,41,Female,Married,5,Life Sciences,2019-08-08 07:16:46,Contract,Travel_Rarely,24,Hybrid,11,Sales Executive,2,4463.0,Active
2451,EMP02451,46,Male,Divorced,2,Marketing,2022-09-18 06:01:49,Contract,Travel_Frequently,25,Office,11,Sales Executive,4,,Attrited
2452,EMP02452,34,Female,Divorced,1,Medical,2020-09-18 07:33:02,Contract,Travel_Frequently,48,Hybrid,15,Software Engineer,4,,Attrited
2453,EMP02453,57,Female,Single,4,Medical,2012-12-03 04:56:43,Full-time,Travel_Frequently,44,Office,8,Sales Executive,2,847.0,Active
2454,EMP02454,41,Female,Married,4,Technical,2014-11-17 19:44:26,Full-time,Non-Travel,27,Office,17,Sales Executive,5,,Active
2455,EMP02455,38,Female,Single,3,Technical,2018-06-14 10:25:48,Full-time,Travel_Frequently,6,Office,6,Sales Executive,1,888.0,Active
2456,EMP02456,25,Female,Single,5,Life Sciences,2014-11-13 04:04:39,Full-time,Travel_Frequently,49,Hybrid,14,HR Manager,1,1917.0,Active
2457,EMP02457,23,Female,Married,1,Life Sciences,2010-09-16 14:22:54,Full-time,Travel_Rarely,8,Remote,9,Software Engineer,5,,Attrited
2458,EMP02458,43,Male,Divorced,2,Medical,2012-03-13 17:04:54,Full-time,Travel_Rarely,21,Office,3,Sales Executive,4,,Active
2459,EMP02459,46,Female,Divorced,3,Medical,2010-08-10 20:40:49,Full-time,Non-Travel,41,Office,12,Sales Executive,2,3127.0,Active
2460,EMP02460,57,Female,Single,1,Medical,2018-02-24 01:42:37,Full-time,Travel_Frequently,19,Hybrid,4,Manager,2,3315.0,Active
2461,EMP02461,44,Male,Single,1,Medical,2020-07-21 06:46:15,Full-time,Non-Travel,34,Office,15,HR Manager,5,,Attrited
2462,EMP02462,39,Male,Single,2,HR,2022-06-21 03:18:42,Full-time,Travel_Frequently,39,Remote,13,Sales Executive,5,,Active
2463,EMP02463,45,Male,Single,2,Life Sciences,2017-09-02 04:32:21,Full-time,Non-Travel,43,Remote,18,HR Manager,3,1818.0,Attrited
2464,EMP02464,41,Male,Married,4,Life Sciences,2021-10-20 16:55:53,Full-time,Travel_Frequently,23,Hybrid,14,Software Engineer,2,3181.0,Attrited
2465,EMP02465,32,Female,Single,5,Medical,2015-09-11 03:34:30,Full-time,Travel_Rarely,13,Hybrid,13,Software Engineer,3,2944.0,Attrited
2466,EMP02466,53,Female,Single,3,Marketing,2015-06-11 11:14:45,Full-time,Non-Travel,42,Remote,9,Data Analyst,4,,Active
2467,EMP02467,24,Female,Divorced,5,Medical,2012-05-24 08:58:11,Full-time,Travel_Rarely,47,Remote,5,Manager,2,3746.0,Active
2468,EMP02468,27,Female,Divorced,3,Technical,2017-01-21 01:12:49,Full-time,Travel_Frequently,39,Remote,19,Data Analyst,5,,Active
2469,EMP02469,42,Male,Divorced,1,Marketing,2017-09-25 15:28:56,Full-time,Non-Travel,28,Hybrid,8,HR Manager,5,,Attrited
2470,EMP02470,53,Female,Married,2,Technical,2012-04-11 21:44:45,Full-time,Travel_Rarely,6,Remote,13,Manager,4,,Active
2471,EMP02471,37,Female,Married,2,Marketing,2022-02-24 11:33:42,Full-time,Travel_Rarely,12,Remote,9,Sales Executive,1,1184.0,Active
2472,EMP02472,44,Male,Divorced,1,Technical,2020-10-13 13:49:42,Full-time,Travel_Rarely,3,Remote,17,Manager,3,2858.0,Active
2473,EMP02473,54,Female,Divorced,1,Medical,2020-05-16 20:05:07,Full-time,Travel_Frequently,48,Office,5,Manager,5,,Active
2474,EMP02474,48,Female,Single,3,Medical,2017-03-27 18:15:59,Full-time,Non-Travel,20,Hybrid,9,Software Engineer,2,2377.0,Attrited
2475,EMP02475,59,Female,Single,1,Marketing,2020-09-17 01:38:29,Full-time,Travel_Rarely,41,Hybrid,11,Data Analyst,2,2606.0,Active
2476,EMP02476,42,Female,Married,3,Technical,2011-08-12 10:31:55,Full-time,Travel_Frequently,42,Hybrid,2,Software Engineer,2,344.0,Active
2477,EMP02477,37,Male,Married,5,HR,2011-10-21 04:04:27,Full-time,Travel_Frequently,45,Hybrid,13,Software Engineer,4,,Active
2478,EMP02478,54,Male,Single,2,Marketing,2022-06-03 09:32:01,Full-time,Travel_Frequently,8,Office,1,Data Analyst,1,1238.0,Active
2479,EMP02479,26,Male,Divorced,2,Marketing,2021-03-23 00:16:35,Full-time,Non-Travel,26,Office,8,Software Engineer,3,3230.0,Active
2480,EMP02480,26,Male,Single,2,Life Sciences,2010-06-18 05:15:10,Full-time,Travel_Frequently,38,Office,15,Manager,2,4260.0,Active
2481,EMP02481,54,Male,Married,5,Marketing,2013-08-24 12:02:27,Full-time,Travel_Frequently,28,Office,2,HR Manager,2,4378.0,Attrited
2482,EMP02482,21,Female,Married,5,HR,2017-07-24 21:01:23,Full-time,Non-Travel,35,Office,3,Sales Executive,5,,Active
2483,EMP02483,30,Female,Single,4,Medical,2013-04-22 14:19:34,Contract,Non-Travel,44,Hybrid,17,Sales Executive,1,2924.0,Active
2484,EMP02484,41,Male,Single,3,Technical,2021-03-14 23:25:48,Full-time,Travel_Frequently,41,Hybrid,18,Software Engineer,5,,Attrited
2485,EMP02485,25,Male,Single,3,Life Sciences,2020-02-20 04:11:34,Full-time,Travel_Frequently,41,Hybrid,17,Data Analyst,4,,Active
2486,EMP02486,22,Male,Married,4,Technical,2015-08-13 11:44:22,Full-time,Travel_Rarely,43,Office,14,Manager,4,,Active
2487,EMP02487,42,Female,Divorced,2,Medical,2014-09-02 18:25:37,Full-time,Non-Travel,38,Remote,11,Software Engineer,3,1434.0,Active
2488,EMP02488,22,Male,Single,3,Marketing,2021-04-02 18:41:56,Full-time,Non-Travel,2,Hybrid,14,Manager,4,,Active
2489,EMP02489,30,Female,Married,3,HR,2022-05-19 13:24:09,Full-time,Travel_Rarely,7,Hybrid,5,Manager,3,2002.0,Active
2490,EMP02490,54,Female,Married,2,Life Sciences,2015-05-08 12:39:13,Full-time,Travel_Frequently,41,Remote,6,Sales Executive,5,,Active
2491,EMP02491,36,Female,Married,1,HR,2018-04-30 05:32:15,Full-time,Travel_Frequently,25,Office,19,HR Manager,2,1533.0,Active
2492,EMP02492,59,Female,Single,1,HR,2013-10-21 19:23:00,Full-time,Travel_Frequently,32,Remote,11,HR Manager,2,2050.0,Active
2493,EMP02493,42,Male,Single,4,HR,2020-10-11 10:44:11,Contract,Travel_Frequently,12,Remote,2,Data Analyst,1,4838.0,Active
2494,EMP02494,32,Female,Divorced,5,HR,2014-11-07 15:44:15,Full-time,Travel_Rarely,11,Hybrid,10,HR Manager,4,,Active
2495,EMP02495,44,Female,Married,3,Medical,2018-05-22 17:01:22,Full-time,Non-Travel,10,Hybrid,13,Software Engineer,1,1728.0,Active
2496,EMP02496,58,Male,Single,3,HR,2012-08-05 00:47:42,Full-time,Non-Travel,35,Office,2,Sales Executive,1,4964.0,Attrited
2497,EMP02497,30,Female,Married,4,HR,2020-09-27 10:06:44,Full-time,Travel_Frequently,44,Remote,14,Sales Executive,2,2301.0,Active
2498,EMP02498,55,Female,Married,4,Medical,2020-04-05 20:02:27,Full-time,Travel_Rarely,4,Office,17,Manager,4,,Active
2499,EMP02499,52,Female,Divorced,3,Technical,2022-03-04 22:10:49,Full-time,Travel_Frequently,42,Remote,9,Software Engineer,2,2876.0,Attrited
2500,EMP02500,27,Male,Single,2,Medical,2010-03-16 02:47:04,Full-time,Travel_Frequently,2,Hybrid,8,Software Engineer,1,89.0,Active
2501,EMP02501,41,Female,Single,2,Marketing,2016-06-19 11:36:42,Full-time,Travel_Rarely,44,Remote,8,Manager,4,,Active
2502,EMP02502,40,Female,Married,5,Medical,2017-03-23 06:18:07,Full-time,Travel_Rarely,28,Office,7,Manager,2,1039.0,Active
2503,EMP02503,46,Male,Married,3,Technical,2012-05-28 15:36:45,Full-time,Non-Travel,43,Remote,16,Sales Executive,3,3237.0,Active
2504,EMP02504,24,Male,Divorced,3,Marketing,2022-01-26 07:03:51,Full-time,Non-Travel,46,Office,19,Software Engineer,3,1868.0,Active
2505,EMP02505,42,Female,Divorced,3,Marketing,2015-07-28 15:25:31,Full-time,Travel_Frequently,47,Remote,17,HR Manager,5,,Active
2506,EMP02506,35,Female,Divorced,3,Life Sciences,2016-06-14 16:48:38,Full-time,Travel_Frequently,14,Hybrid,1,HR Manager,5,,Attrited
2507,EMP02507,41,Male,Divorced,4,HR,2022-08-18 14:30:40,Full-time,Non-Travel,44,Hybrid,13,Sales Executive,4,,Active
2508,EMP02508,35,Female,Divorced,1,Marketing,2016-09-24 23:15:36,Full-time,Travel_Rarely,29,Office,16,HR Manager,5,,Active
2509,EMP02509,42,Male,Divorced,3,Marketing,2018-06-11 05:36:21,Full-time,Travel_Frequently,2,Hybrid,6,HR Manager,4,,Active
2510,EMP02510,48,Female,Married,1,Technical,2020-03-30 08:14:46,Full-time,Travel_Frequently,34,Remote,15,Software Engineer,1,469.0,Attrited
2511,EMP02511,34,Male,Divorced,2,Marketing,2012-06-08 10:20:28,Full-time,Travel_Rarely,33,Remote,12,Software Engineer,3,641.0,Active
2512,EMP02512,47,Female,Married,5,Technical,2016-02-24 03:38:23,Full-time,Travel_Frequently,20,Hybrid,8,Data Analyst,4,,Active
2513,EMP02513,48,Male,Married,2,HR,2016-06-10 13:18:28,Full-time,Travel_Rarely,47,Office,1,Software Engineer,1,437.0,Attrited
2514,EMP02514,46,Male,Single,3,Life Sciences,2013-11-18 11:55:34,Full-time,Non-Travel,30,Remote,11,Data Analyst,3,4301.0,Active
2515,EMP02515,22,Male,Married,2,Life Sciences,2019-02-08 17:34:19,Full-time,Non-Travel,42,Office,15,Software Engineer,2,956.0,Active
2516,EMP02516,45,Male,Married,4,HR,2022-10-29 23:51:28,Full-time,Non-Travel,26,Remote,1,Manager,1,4618.0,Attrited
2517,EMP02517,23,Male,Divorced,1,HR,2021-09-25 09:09:08,Full-time,Non-Travel,20,Office,16,Software Engineer,2,3693.0,Active
2518,EMP02518,28,Female,Married,3,Medical,2010-02-22 06:16:40,Full-time,Non-Travel,1,Office,7,Data Analyst,5,,Active
2519,EMP02519,53,Female,Divorced,4,Marketing,2010-05-11 16:37:10,Full-time,Travel_Frequently,1,Remote,1,HR Manager,4,,Active
2520,EMP02520,55,Male,Divorced,1,Marketing,2015-03-11 22:57:52,Full-time,Non-Travel,25,Remote,2,Software Engineer,3,4933.0,Attrited
2521,EMP02521,26,Female,Divorced,4,Marketing,2015-03-31 20:38:20,Full-time,Travel_Frequently,33,Office,8,HR Manager,5,,Active
2522,EMP02522,59,Female,Single,2,Technical,2013-03-17 08:13:00,Full-time,Travel_Frequently,23,Remote,11,HR Manager,1,1163.0,Attrited
2523,EMP02523,43,Female,Divorced,3,Medical,2021-03-01 13:06:07,Full-time,Travel_Rarely,11,Hybrid,13,Software Engineer,5,,Active
2524,EMP02524,45,Female,Married,2,Marketing,2014-12-22 04:52:47,Full-time,Travel_Frequently,44,Remote,5,Software Engineer,2,2963.0,Active
2525,EMP02525,39,Female,Divorced,5,Technical,2013-08-23 12:05:47,Full-time,Travel_Frequently,15,Office,18,Manager,2,1438.0,Active
2526,EMP02526,25,Female,Divorced,3,Technical,2020-08-30 23:24:36,Full-time,Non-Travel,14,Remote,19,Data Analyst,4,,Attrited
2527,EMP02527,31,Male,Divorced,2,Life Sciences,2022-03-13 07:07:10,Full-time,Non-Travel,1,Remote,3,Software Engineer,5,,Attrited
2528,EMP02528,32,Female,Single,3,Technical,2011-12-27 14:15:35,Full-time,Travel_Rarely,33,Office,1,HR Manager,3,4873.0,Attrited
2529,EMP02529,30,Female,Married,1,HR,2019-09-18 09:18:51,Full-time,Travel_Rarely,6,Remote,5,HR Manager,2,4743.0,Active
2530,EMP02530,28,Female,Single,3,Technical,2013-03-21 23:10:14,Full-time,Travel_Frequently,23,Office,19,Software Engineer,1,390.0,Active
2531,EMP02531,44,Male,Married,3,HR,2020-12-01 15:33:29,Full-time,Travel_Rarely,26,Office,9,Data Analyst,5,,Active
2532,EMP02532,48,Female,Single,1,HR,2021-06-14 11:20:04,Full-time,Non-Travel,3,Office,7,HR Manager,3,557.0,Attrited
2533,EMP02533,56,Female,Married,2,Life Sciences,2020-12-25 20:41:22,Full-time,Non-Travel,46,Office,12,Manager,3,2001.0,Active
2534,EMP02534,57,Female,Single,3,Life Sciences,2011-06-18 17:28:00,Full-time,Non-Travel,6,Hybrid,14,HR Manager,3,2505.0,Active
2535,EMP02535,41,Male,Divorced,4,Technical,2022-01-19 20:25:39,Full-time,Travel_Frequently,40,Hybrid,16,Data Analyst,3,3526.0,Attrited
2536,EMP02536,28,Female,Single,3,Life Sciences,2014-07-07 21:13:04,Full-time,Travel_Frequently,25,Office,13,Sales Executive,2,1111.0,Active
2537,EMP02537,29,Male,Single,2,Life Sciences,2020-09-20 06:54:57,Full-time,Travel_Rarely,47,Remote,18,Manager,4,,Attrited
2538,EMP02538,35,Female,Divorced,1,Marketing,2017-02-21 16:18:55,Full-time,Non-Travel,17,Hybrid,10,Manager,5,,Active
2539,EMP02539,38,Male,Divorced,2,Technical,2022-06-22 00:56:13,Full-time,Travel_Frequently,28,Office,6,Sales Executive,2,3267.0,Active
2540,EMP02540,40,Male,Married,5,Technical,2020-10-08 08:01:35,Full-time,Travel_Frequently,32,Hybrid,3,Manager,4,,Active
2541,EMP02541,26,Male,Married,3,Technical,2021-08-28 05:56:20,Full-time,Travel_Rarely,29,Office,4,Manager,3,4226.0,Active
2542,EMP02542,32,Female,Married,3,Life Sciences,2021-09-09 05:28:24,Full-time,Non-Travel,23,Hybrid,1,Manager,1,2036.0,Active
2543,EMP02543,22,Male,Single,1,Life Sciences,2015-10-19 22:02:21,Full-time,Non-Travel,41,Office,11,HR Manager,3,1457.0,Active
2544,EMP02544,27,Male,Married,3,HR,2021-11-05 22:46:35,Full-time,Travel_Rarely,16,Hybrid,17,HR Manager,4,,Active
2545,EMP02545,36,Male,Single,4,Medical,2018-04-22 07:52:19,Contract,Travel_Rarely,32,Hybrid,5,Software Engineer,4,,Active
2546,EMP02546,23,Male,Single,4,Medical,2012-12-06 19:56:59,Contract,Travel_Rarely,26,Remote,12,Software Engineer,1,932.0,Active
2547,EMP02547,23,Female,Married,2,Medical,2013-03-29 00:51:46,Full-time,Travel_Rarely,33,Hybrid,20,HR Manager,2,1885.0,Active
2548,EMP02548,47,Female,Married,1,Marketing,2019-08-06 17:49:49,Contract,Non-Travel,48,Remote,7,Manager,1,2948.0,Active
2549,EMP02549,58,Female,Single,5,Life Sciences,2018-11-15 01:12:52,Full-time,Non-Travel,19,Hybrid,4,Data Analyst,3,4181.0,Active
2550,EMP02550,53,Female,Divorced,2,HR,2016-12-17 12:02:28,Contract,Travel_Rarely,41,Office,16,Sales Executive,5,,Active
2551,EMP02551,48,Male,Divorced,1,HR,2022-03-21 11:01:13,Full-time,Travel_Frequently,17,Remote,15,Software Engineer,2,4303.0,Active
2552,EMP02552,21,Female,Single,1,Medical,2022-06-29 19:28:01,Full-time,Travel_Frequently,38,Hybrid,14,Manager,5,,Active
2553,EMP02553,28,Male,Married,2,Marketing,2016-11-16 05:30:32,Full-time,Non-Travel,14,Remote,2,Software Engineer,5,,Active
2554,EMP02554,57,Female,Single,2,Marketing,2012-12-27 19:01:40,Full-time,Non-Travel,18,Office,10,Data Analyst,2,121.0,Active
2555,EMP02555,52,Female,Single,3,Medical,2016-03-26 01:23:26,Full-time,Travel_Rarely,21,Office,20,Manager,3,1481.0,Active
2556,EMP02556,57,Female,Married,5,Medical,2015-08-30 05:16:58,Full-time,Travel_Frequently,46,Office,2,HR Manager,4,,Active
2557,EMP02557,24,Male,Divorced,4,Life Sciences,2020-06-10 22:55:13,Contract,Non-Travel,39,Office,5,Data Analyst,3,4408.0,Active
2558,EMP02558,50,Female,Single,3,Marketing,2018-03-25 11:27:18,Full-time,Travel_Frequently,42,Office,13,Software Engineer,4,,Active
2559,EMP02559,26,Female,Divorced,1,HR,2010-07-16 22:39:26,Full-time,Travel_Rarely,48,Remote,10,Manager,4,,Active
2560,EMP02560,39,Female,Divorced,5,Medical,2012-08-29 23:22:29,Full-time,Non-Travel,39,Remote,13,Manager,2,500.0,Attrited
2561,EMP02561,52,Male,Married,5,Life Sciences,2010-10-17 07:17:45,Full-time,Non-Travel,28,Hybrid,14,Sales Executive,2,2698.0,Active
2562,EMP02562,29,Female,Single,2,HR,2011-08-18 16:13:40,Full-time,Travel_Frequently,20,Hybrid,18,Sales Executive,1,4241.0,Attrited
2563,EMP02563,32,Female,Single,5,Marketing,2017-08-23 06:05:53,Full-time,Travel_Frequently,6,Office,20,Sales Executive,5,,Active
2564,EMP02564,31,Male,Divorced,5,Medical,2014-11-26 15:04:38,Contract,Non-Travel,26,Office,8,HR Manager,5,,Active
2565,EMP02565,36,Male,Divorced,1,Medical,2010-08-28 14:27:35,Full-time,Travel_Frequently,6,Remote,5,Manager,5,,Active
2566,EMP02566,21,Female,Married,3,Life Sciences,2019-11-09 22:54:30,Full-time,Travel_Frequently,39,Office,20,Manager,5,,Active
2567,EMP02567,41,Female,Divorced,5,Life Sciences,2017-01-25 23:34:55,Full-time,Travel_Rarely,26,Office,12,Software Engineer,1,4579.0,Active
2568,EMP02568,50,Female,Married,2,Marketing,2016-12-14 11:06:01,Full-time,Travel_Frequently,17,Office,16,HR Manager,4,,Active
2569,EMP02569,33,Male,Single,3,Medical,2013-04-29 11:41:10,Full-time,Non-Travel,40,Hybrid,20,Sales Executive,1,2653.0,Active
